tconst,primaryTitle,startYear,averageRating,numVotes,War,Romance,Animation,Music,Drama,Western,Horror,Game-Show,Adult,Adventure,Fantasy,Sci-Fi,Musical,Film-Noir,Thriller,Crime,Sport,Reality-TV,Short,Talk-Show,Biography,Family,Mystery,Comedy,Action,History,News,Documentary
tt0025878,The Thin Man,-0.6725228620498567,0.14135108099591812,-0.04271395996628008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
tt0026029,The 39 Steps,-0.6627189404812293,0.10520650268266503,-0.03219967072296924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
tt0026138,The Bride of Frankenstein,-0.6627189404812293,0.12930288822483374,-0.035648851658293235,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0026778,A Night at the Opera,-0.6627189404812293,0.12930288822483374,-0.041432096729237665,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0027977,Modern Times,-0.6529150189126018,0.2136402376224241,0.038281578022572614,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0028950,The Grand Illusion,-0.6431110973439743,0.1654474665380867,-0.040004716346647234,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0029583,Snow White and the Seven Dwarfs,-0.6431110973439743,0.10520650268266503,0.02198018383708264,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0029843,The Adventures of Robin Hood,-0.6333071757753469,0.14135108099591812,-0.0344573094081427,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0029947,Bringing Up Baby,-0.6333071757753469,0.12930288822483374,-0.030455008924886822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0030341,The Lady Vanishes,-0.6333071757753469,0.12930288822483374,-0.033896470117741426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0031381,Gone with the Wind,-0.6235032542067195,0.17749565930917102,0.06649955267093834,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0031679,Mr. Smith Goes to Washington,-0.6235032542067195,0.1654474665380867,-0.00971128893538567,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0031885,The Rules of the Game,-0.6235032542067195,0.14135108099591812,-0.04292432294857099,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0031971,Stagecoach,-0.6235032542067195,0.12930288822483374,-0.035294129491824706,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0032138,The Wizard of Oz,-0.6235032542067195,0.1654474665380867,0.09805747389868619,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0032455,Fantasia,-0.6136993326380921,0.11725469545374943,-0.01716894614794106,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0032551,The Grapes of Wrath,-0.6136993326380921,0.1654474665380867,-0.018376699857277315,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0032553,The Great Dictator,-0.6136993326380921,0.2015920448513398,0.03147778299717466,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0032599,His Girl Friday,-0.6136993326380921,0.12930288822483374,-0.03155700216239242,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0032904,The Philadelphia Story,-0.6136993326380921,0.14135108099591812,-0.02749294373938141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0032910,Pinocchio,-0.6136993326380921,0.09315830991158074,0.001360751701338688,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0032976,Rebecca,-0.6136993326380921,0.1654474665380867,-0.001580856166622837,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0033045,The Shop Around the Corner,-0.6136993326380921,0.1654474665380867,-0.04141511329580501,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0033467,Citizen Kane,-0.6038954110694645,0.1895438520802555,0.11471822209612632,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0033563,Dumbo,-0.6038954110694645,0.05701373159832775,-0.0036103764618257888,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0033870,The Maltese Falcon,-0.6038954110694645,0.1533992737670024,0.006748745957850291,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
tt0034240,Sullivan's Travels,-0.6038954110694645,0.14135108099591812,-0.04396224232358064,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0034248,Suspicion,-0.6038954110694645,0.06906192436941204,-0.039305693666043855,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0034398,The Wolf Man,-0.6038954110694645,0.05701373159832775,-0.043728334126758084,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0034492,Bambi,-0.5940914895008371,0.06906192436941204,0.0006069188492026353,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0034583,Casablanca,-0.5940914895008371,0.2136402376224241,0.16360349128354623,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0035423,Kate & Leopold,-0.0156601169518175,-0.039371810570346916,-0.021558005728913438,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0035446,To Be or Not to Be,-0.5940914895008371,0.17749565930917102,-0.039946818278126794,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0036342,Shadow of a Doubt,-0.5842875679322097,0.12930288822483374,-0.028966256589664723,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0036613,Arsenic and Old Lace,-0.5842875679322097,0.14135108099591812,-0.02690585732458421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
tt0036775,Double Indemnity,-0.5744836463635822,0.1895438520802555,0.005970595916935655,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0036855,Gaslight,-0.5744836463635822,0.12930288822483374,-0.043037031188624106,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
tt0036868,The Best Years of Our Lives,-0.5548758032263273,0.1654474665380867,-0.029403580000555738,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0037008,Laura,-0.5744836463635822,0.14135108099591812,-0.035861530563324966,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0037017,Lifeboat,-0.5744836463635822,0.10520650268266503,-0.04289807582417506,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0037382,To Have and Have Not,-0.5744836463635822,0.12930288822483374,-0.04076858486399349,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0037558,Brief Encounter,-0.5646797247949548,0.1533992737670024,-0.0386711308350599,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0037884,The Lost Weekend,-0.5646797247949548,0.14135108099591812,-0.03984607563890124,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0038109,Spellbound,-0.5646797247949548,0.09315830991158074,-0.035404907796260474,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0038348,Beauty and the Beast,-0.5548758032263273,0.14135108099591812,-0.04391592386876429,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0038355,The Big Sleep,-0.5548758032263273,0.14135108099591812,-0.021182054270654085,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
tt0038559,Gilda,-0.5548758032263273,0.10520650268266503,-0.04167797052688778,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0038650,It's a Wonderful Life,-0.5548758032263273,0.2256884303935084,0.11913352880149464,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0038787,Notorious,-0.5548758032263273,0.14135108099591812,-0.015267959564853472,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0038890,"Rome, Open City",-0.5646797247949548,0.1533992737670024,-0.0438854308860102,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0038991,The Stranger,-0.5548758032263273,0.06906192436941204,-0.04387192133668876,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0039628,Miracle on 34th Street,-0.5450718816576998,0.14135108099591812,-0.035751524233136135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
tt0039689,Out of the Past,-0.5450718816576998,0.1533992737670024,-0.03980824890080122,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0040506,Key Largo,-0.5352679600890724,0.11725469545374943,-0.03837739463409956,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
tt0040522,Bicycle Thieves,-0.5352679600890724,0.1895438520802555,0.00839382307807756,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0040525,The Lady from Shanghai,-0.5450718816576998,0.09315830991158074,-0.0424144339584677,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0040724,Red River,-0.5352679600890724,0.12930288822483374,-0.042075923251184894,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0040725,The Red Shoes,-0.5352679600890724,0.1654474665380867,-0.04066436834065671,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0040746,Rope,-0.5352679600890724,0.14135108099591812,0.0007022576686996168,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
tt0040897,The Treasure of the Sierra Madre,-0.5352679600890724,0.17749565930917102,-0.006233930940048395,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0041546,Kind Hearts and Coronets,-0.525464038520445,0.1533992737670024,-0.03972448969500833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tt0041959,The Third Man,-0.525464038520445,0.1654474665380867,0.011682047382914751,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0042041,White Heat,-0.525464038520445,0.1654474665380867,-0.04144830818842339,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
tt0042192,All About Eve,-0.5156601169518175,0.17749565930917102,-0.003770175130942187,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0042208,The Asphalt Jungle,-0.5156601169518175,0.12930288822483374,-0.04365924243165704,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0042332,Cinderella,-0.5156601169518175,0.06906192436941204,0.007150558553382104,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0042546,Harvey,-0.5156601169518175,0.14135108099591812,-0.032660925335515366,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0042593,In a Lonely Place,-0.5156601169518175,0.14135108099591812,-0.04196321501113178,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0042876,Rashomon,-0.5156601169518175,0.17749565930917102,0.010260456807176356,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
tt0043014,Sunset Blvd.,-0.5156601169518175,0.2015920448513398,0.03056994128277425,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0043265,The African Queen,-0.50585619538319,0.11725469545374943,-0.023829925937655275,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0043274,Alice in Wonderland,-0.50585619538319,0.08111011714049644,0.00012211902212486657,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0043278,An American in Paris,-0.50585619538319,0.05701373159832775,-0.0410715847559171,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0043338,Ace in the Hole,-0.50585619538319,0.1654474665380867,-0.040310032161311654,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0043456,The Day the Earth Stood Still,-0.50585619538319,0.12930288822483374,-0.022630663945035347,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0044079,Strangers on a Train,-0.50585619538319,0.14135108099591812,-0.0027148863353764073,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0044081,A Streetcar Named Desire,-0.50585619538319,0.14135108099591812,-0.012580331224134917,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0044121,The Thing from Another World,-0.50585619538319,0.04496553882724335,-0.04256381097525042,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0044706,High Noon,-0.49605227381456257,0.1533992737670024,-0.014054030061541703,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0044741,Ikiru,-0.49605227381456257,0.1895438520802555,-0.024195455743580948,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0045061,The Quiet Man,-0.49605227381456257,0.11725469545374943,-0.039193757400237686,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0045152,Singin' in the Rain,-0.49605227381456257,0.1895438520802555,0.03831361495382059,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0045555,The Big Heat,-0.48624835224593516,0.14135108099591812,-0.04380360161583465,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0045793,From Here to Eternity,-0.48624835224593516,0.10520650268266503,-0.035993152172428086,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0045810,Gentlemen Prefer Blondes,-0.48624835224593516,0.04496553882724335,-0.03967624130457464,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0046183,Peter Pan,-0.48624835224593516,0.06906192436941204,-0.0006429074565918034,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0046250,Roman Holiday,-0.48624835224593516,0.1533992737670024,-0.0009937697518256343,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0046268,The Wages of Fear,-0.48624835224593516,0.17749565930917102,-0.030680811392116515,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0046303,Shane,-0.48624835224593516,0.10520650268266503,-0.0384669436467445,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0046359,Stalag 17,-0.48624835224593516,0.1533992737670024,-0.03260688713822962,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0046438,Tokyo Story,-0.48624835224593516,0.17749565930917102,-0.030541470040544003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0046534,The War of the Worlds,-0.48624835224593516,0.03291734605615906,-0.04033087546597901,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0046672,"20,000 Leagues Under the Sea",-0.4764444306773077,0.05701373159832775,-0.041067724884682404,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0046816,The Caine Mutiny,-0.4764444306773077,0.11725469545374943,-0.04343614187429163,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0046876,Creature from the Black Lagoon,-0.4764444306773077,0.020869153285074764,-0.042478893808087115,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0046911,Diabolique,-0.46664050910868027,0.1654474665380867,-0.028772105066559535,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0046912,Dial M for Murder,-0.4764444306773077,0.17749565930917102,0.013034546263552093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0047034,Godzilla,-0.4764444306773077,0.09315830991158074,-0.04109011213784364,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0047296,On the Waterfront,-0.4764444306773077,0.1654474665380867,0.005300522270592497,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0047396,Rear Window,-0.4764444306773077,0.2136402376224241,0.13293141050416105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0047437,Sabrina,-0.4764444306773077,0.10520650268266503,-0.029123739336040306,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0047478,Seven Samurai,-0.4764444306773077,0.2256884303935084,0.07778929004529954,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0047528,The Road,-0.4764444306773077,0.1533992737670024,-0.029818902145408985,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0047673,White Christmas,-0.4764444306773077,0.09315830991158074,-0.03769612736117579,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0048021,Rififi,-0.46664050910868027,0.1654474665380867,-0.04088592494952824,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0048028,East of Eden,-0.46664050910868027,0.12930288822483374,-0.03660069590476917,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0048280,Lady and the Tramp,-0.46664050910868027,0.06906192436941204,-0.0022266126241874125,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0048281,The Ladykillers,-0.46664050910868027,0.10520650268266503,-0.0428062108887893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tt0048424,The Night of the Hunter,-0.46664050910868027,0.1533992737670024,-0.01979057069054632,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0048473,Pather Panchali,-0.46664050910868027,0.1895438520802555,-0.04164940747975103,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0048545,Rebel Without a Cause,-0.46664050910868027,0.10520650268266503,-0.019245170885083828,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0048605,The Seven Year Itch,-0.46664050910868027,0.04496553882724335,-0.03917908988954584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0048728,To Catch a Thief,-0.46664050910868027,0.08111011714049644,-0.02608602067433486,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0048750,The Trouble with Harry,-0.46664050910868027,0.03291734605615906,-0.039296429975080586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
tt0048960,Around the World in 80 Days,-0.4568365875400528,-0.003227232257093929,-0.043506777517886557,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
